Month,Product,SalesValue,FuelCode
Jul 2010,Regular (<95 RON) (ML),1016.7,U91
Aug 2010,Regular (<95 RON) (ML),983.1,U91
Sep 2010,Regular (<95 RON) (ML),891.4,U91
Oct 2010,Regular (<95 RON) (ML),1009.0,U91
Nov 2010,Regular (<95 RON) (ML),986.8,U91
Dec 2010,Regular (<95 RON) (ML),1004.0,U91
Jan 2011,Regular (<95 RON) (ML),845.5,U91
Feb 2011,Regular (<95 RON) (ML),934.9,U91
Mar 2011,Regular (<95 RON) (ML),963.8,U91
Apr 2011,Regular (<95 RON) (ML),903.7,U91
May 2011,Regular (<95 RON) (ML),925.6,U91
Jun 2011,Regular (<95 RON) (ML),886.9,U91
Jul 2011,Regular (<95 RON) (ML),955.3,U91
Aug 2011,Regular (<95 RON) (ML),981.1,U91
Sep 2011,Regular (<95 RON) (ML),883.4,U91
Oct 2011,Regular (<95 RON) (ML),919.0,U91
Nov 2011,Regular (<95 RON) (ML),984.0,U91
Dec 2011,Regular (<95 RON) (ML),1001.0,U91
Jan 2012,Regular (<95 RON) (ML),884.9,U91
Feb 2012,Regular (<95 RON) (ML),942.8,U91
Mar 2012,Regular (<95 RON) (ML),945.9,U91
Apr 2012,Regular (<95 RON) (ML),872.5,U91
May 2012,Regular (<95 RON) (ML),957.3,U91
Jun 2012,Regular (<95 RON) (ML),880.3,U91
Jul 2012,Regular (<95 RON) (ML),934.2,U91
Aug 2012,Regular (<95 RON) (ML),954.3,U91
Sep 2012,Regular (<95 RON) (ML),873.1,U91
Oct 2012,Regular (<95 RON) (ML),926.5,U91
Nov 2012,Regular (<95 RON) (ML),933.6,U91
Dec 2012,Regular (<95 RON) (ML),963.9,U91
Jan 2013,Regular (<95 RON) (ML),904.7,U91
Feb 2013,Regular (<95 RON) (ML),913.8,U91
Mar 2013,Regular (<95 RON) (ML),971.5,U91
Apr 2013,Regular (<95 RON) (ML),907.6,U91
May 2013,Regular (<95 RON) (ML),931.1,U91
Jun 2013,Regular (<95 RON) (ML),909.6,U91
Jul 2013,Regular (<95 RON) (ML),939.7,U91
Aug 2013,Regular (<95 RON) (ML),952.1,U91
Sep 2013,Regular (<95 RON) (ML),869.0,U91
Oct 2013,Regular (<95 RON) (ML),921.1,U91
Nov 2013,Regular (<95 RON) (ML),912.0,U91
Dec 2013,Regular (<95 RON) (ML),951.1,U91
Jan 2014,Regular (<95 RON) (ML),873.0,U91
Feb 2014,Regular (<95 RON) (ML),875.1,U91
Mar 2014,Regular (<95 RON) (ML),899.0,U91
Apr 2014,Regular (<95 RON) (ML),876.9,U91
May 2014,Regular (<95 RON) (ML),880.7,U91
Jun 2014,Regular (<95 RON) (ML),834.7,U91
Jul 2014,Regular (<95 RON) (ML),920.2,U91
Aug 2014,Regular (<95 RON) (ML),925.0,U91
Sep 2014,Regular (<95 RON) (ML),859.8,U91
Oct 2014,Regular (<95 RON) (ML),902.9,U91
Nov 2014,Regular (<95 RON) (ML),877.0,U91
Dec 2014,Regular (<95 RON) (ML),944.3,U91
Jan 2015,Regular (<95 RON) (ML),852.7,U91
Feb 2015,Regular (<95 RON) (ML),861.9,U91
Mar 2015,Regular (<95 RON) (ML),904.8,U91
Apr 2015,Regular (<95 RON) (ML),861.6,U91
May 2015,Regular (<95 RON) (ML),877.4,U91
Jun 2015,Regular (<95 RON) (ML),850.9,U91
Jul 2015,Regular (<95 RON) (ML),922.7,U91
Aug 2015,Regular (<95 RON) (ML),914.8,U91
Sep 2015,Regular (<95 RON) (ML),866.3,U91
Oct 2015,Regular (<95 RON) (ML),902.9,U91
Nov 2015,Regular (<95 RON) (ML),873.0,U91
Dec 2015,Regular (<95 RON) (ML),951.9,U91
Jan 2016,Regular (<95 RON) (ML),847.7,U91
Feb 2016,Regular (<95 RON) (ML),895.4,U91
Mar 2016,Regular (<95 RON) (ML),898.9,U91
Apr 2016,Regular (<95 RON) (ML),845.8,U91
May 2016,Regular (<95 RON) (ML),860.6,U91
Jun 2016,Regular (<95 RON) (ML),831.0,U91
Jul 2016,Regular (<95 RON) (ML),895.5,U91
Aug 2016,Regular (<95 RON) (ML),906.7,U91
Sep 2016,Regular (<95 RON) (ML),844.6,U91
Oct 2016,Regular (<95 RON) (ML),872.9,U91
Nov 2016,Regular (<95 RON) (ML),890.4,U91
Dec 2016,Regular (<95 RON) (ML),936.2,U91
Jan 2017,Regular (<95 RON) (ML),839.6,U91
Feb 2017,Regular (<95 RON) (ML),865.0,U91
Mar 2017,Regular (<95 RON) (ML),898.7,U91
Apr 2017,Regular (<95 RON) (ML),813.6,U91
May 2017,Regular (<95 RON) (ML),873.4,U91
Jun 2017,Regular (<95 RON) (ML),821.4,U91
Jul 2017,Regular (<95 RON) (ML),854.4,U91
Aug 2017,Regular (<95 RON) (ML),851.4,U91
Sep 2017,Regular (<95 RON) (ML),807.2,U91
Oct 2017,Regular (<95 RON) (ML),822.1,U91
Nov 2017,Regular (<95 RON) (ML),843.0,U91
Dec 2017,Regular (<95 RON) (ML),895.0,U91
Jan 2018,Regular (<95 RON) (ML),842.7,U91
Feb 2018,Regular (<95 RON) (ML),800.4,U91
Mar 2018,Regular (<95 RON) (ML),881.6,U91
Apr 2018,Regular (<95 RON) (ML),800.1,U91
May 2018,Regular (<95 RON) (ML),858.1,U91
Jun 2018,Regular (<95 RON) (ML),812.7,U91
Jul 2018,Regular (<95 RON) (ML),839.0,U91
Aug 2018,Regular (<95 RON) (ML),853.1,U91
Sep 2018,Regular (<95 RON) (ML),804.6,U91
Oct 2018,Regular (<95 RON) (ML),867.3,U91
Nov 2018,Regular (<95 RON) (ML),866.1,U91
Dec 2018,Regular (<95 RON) (ML),854.7,U91
Jan 2019,Regular (<95 RON) (ML),787.2,U91
Feb 2019,Regular (<95 RON) (ML),761.3,U91
Mar 2019,Regular (<95 RON) (ML),829.6,U91
Apr 2019,Regular (<95 RON) (ML),791.1,U91
May 2019,Regular (<95 RON) (ML),823.7,U91
Jun 2019,Regular (<95 RON) (ML),784.3,U91
Jul 2019,Regular (<95 RON) (ML),812.8,U91
Aug 2019,Regular (<95 RON) (ML),826.4,U91
Sep 2019,Regular (<95 RON) (ML),784.5,U91
Oct 2019,Regular (<95 RON) (ML),847.9,U91
Nov 2019,Regular (<95 RON) (ML),829.6,U91
Dec 2019,Regular (<95 RON) (ML),843.1,U91
Jan 2020,Regular (<95 RON) (ML),776.4,U91
Feb 2020,Regular (<95 RON) (ML),774.0,U91
Mar 2020,Regular (<95 RON) (ML),760.5,U91
Apr 2020,Regular (<95 RON) (ML),459.9,U91
May 2020,Regular (<95 RON) (ML),607.9,U91
Jun 2020,Regular (<95 RON) (ML),689.6,U91
Jul 2020,Regular (<95 RON) (ML),710.2,U91
Aug 2020,Regular (<95 RON) (ML),648.2,U91
Sep 2020,Regular (<95 RON) (ML),659.8,U91
Oct 2020,Regular (<95 RON) (ML),715.9,U91
Nov 2020,Regular (<95 RON) (ML),752.2,U91
Dec 2020,Regular (<95 RON) (ML),820.9,U91
Jan 2021,Regular (<95 RON) (ML),730.7,U91
Feb 2021,Regular (<95 RON) (ML),707.9,U91
Mar 2021,Regular (<95 RON) (ML),811.7,U91
Apr 2021,Regular (<95 RON) (ML),758.7,U91
May 2021,Regular (<95 RON) (ML),781.4,U91
Jun 2021,Regular (<95 RON) (ML),716.5,U91
Jul 2021,Regular (<95 RON) (ML),663.6,U91
Aug 2021,Regular (<95 RON) (ML),619.8,U91
Sep 2021,Regular (<95 RON) (ML),617.5,U91
Oct 2021,Regular (<95 RON) (ML),693.1,U91
Nov 2021,Regular (<95 RON) (ML),780.4,U91
Dec 2021,Regular (<95 RON) (ML),818.2,U91
Jan 2022,Regular (<95 RON) (ML),714.6,U91
Feb 2022,Regular (<95 RON) (ML),708.3,U91
Mar 2022,Regular (<95 RON) (ML),784.1,U91
Apr 2022,Regular (<95 RON) (ML),716.6,U91
May 2022,Regular (<95 RON) (ML),761.1,U91
Jun 2022,Regular (<95 RON) (ML),744.2,U91
Jul 2022,Regular (<95 RON) (ML),766.4,U91
Aug 2022,Regular (<95 RON) (ML),765.0,U91
Sep 2022,Regular (<95 RON) (ML),781.3,U91
Oct 2022,Regular (<95 RON) (ML),740.6,U91
Nov 2022,Regular (<95 RON) (ML),775.5,U91
Dec 2022,Regular (<95 RON) (ML),816.9,U91
Jan 2023,Regular (<95 RON) (ML),721.7,U91
Feb 2023,Regular (<95 RON) (ML),700.9,U91
Mar 2023,Regular (<95 RON) (ML),798.7,U91
Apr 2023,Regular (<95 RON) (ML),710.0,U91
May 2023,Regular (<95 RON) (ML),774.9,U91
Jun 2023,Regular (<95 RON) (ML),711.0,U91
Jul 2023,Regular (<95 RON) (ML),718.6,U91
Aug 2023,Regular (<95 RON) (ML),752.6,U91
Sep 2023,Regular (<95 RON) (ML),729.1,U91
Oct 2023,Regular (<95 RON) (ML),772.8,U91
Nov 2023,Regular (<95 RON) (ML),759.8,U91
Dec 2023,Regular (<95 RON) (ML),766.8,U91
Jan 2024,Regular (<95 RON) (ML),742.9,U91
Feb 2024,Regular (<95 RON) (ML),735.2,U91
Mar 2024,Regular (<95 RON) (ML),781.7,U91
Apr 2024,Regular (<95 RON) (ML),712.7,U91
May 2024,Regular (<95 RON) (ML),779.7,U91
Jun 2024,Regular (<95 RON) (ML),703.2,U91
Jul 2024,Regular (<95 RON) (ML),745.8,U91
Aug 2024,Regular (<95 RON) (ML),750.3,U91
Sep 2024,Regular (<95 RON) (ML),720.0,U91
Oct 2024,Regular (<95 RON) (ML),767.4,U91
Nov 2024,Regular (<95 RON) (ML),749.7,U91
Dec 2024,Regular (<95 RON) (ML),770.8,U91
Jan 2025,Regular (<95 RON) (ML),714.7,U91
Feb 2025,Regular (<95 RON) (ML),680.2,U91
Jul 2010,Premium (95-97 RON) (ML),174.0,P95
Aug 2010,Premium (95-97 RON) (ML),182.9,P95
Sep 2010,Premium (95-97 RON) (ML),173.7,P95
Oct 2010,Premium (95-97 RON) (ML),187.5,P95
Nov 2010,Premium (95-97 RON) (ML),190.0,P95
Dec 2010,Premium (95-97 RON) (ML),214.0,P95
Jan 2011,Premium (95-97 RON) (ML),179.9,P95
Feb 2011,Premium (95-97 RON) (ML),189.0,P95
Mar 2011,Premium (95-97 RON) (ML),192.3,P95
Apr 2011,Premium (95-97 RON) (ML),183.0,P95
May 2011,Premium (95-97 RON) (ML),186.3,P95
Jun 2011,Premium (95-97 RON) (ML),179.9,P95
Jul 2011,Premium (95-97 RON) (ML),194.2,P95
Aug 2011,Premium (95-97 RON) (ML),203.6,P95
Sep 2011,Premium (95-97 RON) (ML),193.3,P95
Oct 2011,Premium (95-97 RON) (ML),195.9,P95
Nov 2011,Premium (95-97 RON) (ML),212.4,P95
Dec 2011,Premium (95-97 RON) (ML),221.5,P95
Jan 2012,Premium (95-97 RON) (ML),198.9,P95
Feb 2012,Premium (95-97 RON) (ML),211.8,P95
Mar 2012,Premium (95-97 RON) (ML),210.0,P95
Apr 2012,Premium (95-97 RON) (ML),194.3,P95
May 2012,Premium (95-97 RON) (ML),207.8,P95
Jun 2012,Premium (95-97 RON) (ML),191.8,P95
Jul 2012,Premium (95-97 RON) (ML),204.0,P95
Aug 2012,Premium (95-97 RON) (ML),213.2,P95
Sep 2012,Premium (95-97 RON) (ML),197.6,P95
Oct 2012,Premium (95-97 RON) (ML),204.2,P95
Nov 2012,Premium (95-97 RON) (ML),206.1,P95
Dec 2012,Premium (95-97 RON) (ML),226.5,P95
Jan 2013,Premium (95-97 RON) (ML),203.3,P95
Feb 2013,Premium (95-97 RON) (ML),200.9,P95
Mar 2013,Premium (95-97 RON) (ML),212.9,P95
Apr 2013,Premium (95-97 RON) (ML),201.7,P95
May 2013,Premium (95-97 RON) (ML),202.9,P95
Jun 2013,Premium (95-97 RON) (ML),192.4,P95
Jul 2013,Premium (95-97 RON) (ML),201.5,P95
Aug 2013,Premium (95-97 RON) (ML),205.9,P95
Sep 2013,Premium (95-97 RON) (ML),188.7,P95
Oct 2013,Premium (95-97 RON) (ML),201.6,P95
Nov 2013,Premium (95-97 RON) (ML),200.8,P95
Dec 2013,Premium (95-97 RON) (ML),216.6,P95
Jan 2014,Premium (95-97 RON) (ML),194.7,P95
Feb 2014,Premium (95-97 RON) (ML),198.1,P95
Mar 2014,Premium (95-97 RON) (ML),200.1,P95
Apr 2014,Premium (95-97 RON) (ML),193.1,P95
May 2014,Premium (95-97 RON) (ML),194.7,P95
Jun 2014,Premium (95-97 RON) (ML),180.9,P95
Jul 2014,Premium (95-97 RON) (ML),200.4,P95
Aug 2014,Premium (95-97 RON) (ML),201.2,P95
Sep 2014,Premium (95-97 RON) (ML),187.9,P95
Oct 2014,Premium (95-97 RON) (ML),198.7,P95
Nov 2014,Premium (95-97 RON) (ML),194.7,P95
Dec 2014,Premium (95-97 RON) (ML),215.6,P95
Jan 2015,Premium (95-97 RON) (ML),192.9,P95
Feb 2015,Premium (95-97 RON) (ML),194.0,P95
Mar 2015,Premium (95-97 RON) (ML),199.0,P95
Apr 2015,Premium (95-97 RON) (ML),187.8,P95
May 2015,Premium (95-97 RON) (ML),190.7,P95
Jun 2015,Premium (95-97 RON) (ML),184.3,P95
Jul 2015,Premium (95-97 RON) (ML),203.2,P95
Aug 2015,Premium (95-97 RON) (ML),202.9,P95
Sep 2015,Premium (95-97 RON) (ML),188.8,P95
Oct 2015,Premium (95-97 RON) (ML),199.8,P95
Nov 2015,Premium (95-97 RON) (ML),191.6,P95
Dec 2015,Premium (95-97 RON) (ML),216.2,P95
Jan 2016,Premium (95-97 RON) (ML),186.8,P95
Feb 2016,Premium (95-97 RON) (ML),199.7,P95
Mar 2016,Premium (95-97 RON) (ML),197.9,P95
Apr 2016,Premium (95-97 RON) (ML),182.6,P95
May 2016,Premium (95-97 RON) (ML),183.6,P95
Jun 2016,Premium (95-97 RON) (ML),174.0,P95
Jul 2016,Premium (95-97 RON) (ML),193.5,P95
Aug 2016,Premium (95-97 RON) (ML),198.3,P95
Sep 2016,Premium (95-97 RON) (ML),181.6,P95
Oct 2016,Premium (95-97 RON) (ML),187.7,P95
Nov 2016,Premium (95-97 RON) (ML),193.6,P95
Dec 2016,Premium (95-97 RON) (ML),205.6,P95
Jan 2017,Premium (95-97 RON) (ML),182.1,P95
Feb 2017,Premium (95-97 RON) (ML),191.4,P95
Mar 2017,Premium (95-97 RON) (ML),192.7,P95
Apr 2017,Premium (95-97 RON) (ML),176.9,P95
May 2017,Premium (95-97 RON) (ML),186.3,P95
Jun 2017,Premium (95-97 RON) (ML),175.8,P95
Jul 2017,Premium (95-97 RON) (ML),190.9,P95
Aug 2017,Premium (95-97 RON) (ML),190.8,P95
Sep 2017,Premium (95-97 RON) (ML),177.6,P95
Oct 2017,Premium (95-97 RON) (ML),180.5,P95
Nov 2017,Premium (95-97 RON) (ML),182.9,P95
Dec 2017,Premium (95-97 RON) (ML),199.1,P95
Jan 2018,Premium (95-97 RON) (ML),190.7,P95
Feb 2018,Premium (95-97 RON) (ML),180.3,P95
Mar 2018,Premium (95-97 RON) (ML),198.8,P95
Apr 2018,Premium (95-97 RON) (ML),179.3,P95
May 2018,Premium (95-97 RON) (ML),187.9,P95
Jun 2018,Premium (95-97 RON) (ML),176.1,P95
Jul 2018,Premium (95-97 RON) (ML),182.7,P95
Aug 2018,Premium (95-97 RON) (ML),186.5,P95
Sep 2018,Premium (95-97 RON) (ML),174.8,P95
Oct 2018,Premium (95-97 RON) (ML),183.9,P95
Nov 2018,Premium (95-97 RON) (ML),190.4,P95
Dec 2018,Premium (95-97 RON) (ML),193.3,P95
Jan 2019,Premium (95-97 RON) (ML),181.6,P95
Feb 2019,Premium (95-97 RON) (ML),174.3,P95
Mar 2019,Premium (95-97 RON) (ML),189.9,P95
Apr 2019,Premium (95-97 RON) (ML),181.0,P95
May 2019,Premium (95-97 RON) (ML),184.2,P95
Jun 2019,Premium (95-97 RON) (ML),172.8,P95
Jul 2019,Premium (95-97 RON) (ML),179.9,P95
Aug 2019,Premium (95-97 RON) (ML),183.1,P95
Sep 2019,Premium (95-97 RON) (ML),175.8,P95
Oct 2019,Premium (95-97 RON) (ML),184.1,P95
Nov 2019,Premium (95-97 RON) (ML),182.2,P95
Dec 2019,Premium (95-97 RON) (ML),190.0,P95
Jan 2020,Premium (95-97 RON) (ML),172.4,P95
Feb 2020,Premium (95-97 RON) (ML),173.1,P95
Mar 2020,Premium (95-97 RON) (ML),174.5,P95
Apr 2020,Premium (95-97 RON) (ML),96.9,P95
May 2020,Premium (95-97 RON) (ML),133.1,P95
Jun 2020,Premium (95-97 RON) (ML),151.5,P95
Jul 2020,Premium (95-97 RON) (ML),161.9,P95
Aug 2020,Premium (95-97 RON) (ML),150.6,P95
Sep 2020,Premium (95-97 RON) (ML),156.5,P95
Oct 2020,Premium (95-97 RON) (ML),166.4,P95
Nov 2020,Premium (95-97 RON) (ML),176.4,P95
Dec 2020,Premium (95-97 RON) (ML),186.3,P95
Jan 2021,Premium (95-97 RON) (ML),164.2,P95
Feb 2021,Premium (95-97 RON) (ML),160.7,P95
Mar 2021,Premium (95-97 RON) (ML),180.8,P95
Apr 2021,Premium (95-97 RON) (ML),170.2,P95
May 2021,Premium (95-97 RON) (ML),175.9,P95
Jun 2021,Premium (95-97 RON) (ML),162.2,P95
Jul 2021,Premium (95-97 RON) (ML),136.5,P95
Aug 2021,Premium (95-97 RON) (ML),124.2,P95
Sep 2021,Premium (95-97 RON) (ML),129.7,P95
Oct 2021,Premium (95-97 RON) (ML),150.4,P95
Nov 2021,Premium (95-97 RON) (ML),169.2,P95
Dec 2021,Premium (95-97 RON) (ML),182.4,P95
Jan 2022,Premium (95-97 RON) (ML),159.2,P95
Feb 2022,Premium (95-97 RON) (ML),155.5,P95
Mar 2022,Premium (95-97 RON) (ML),164.9,P95
Apr 2022,Premium (95-97 RON) (ML),157.4,P95
May 2022,Premium (95-97 RON) (ML),161.0,P95
Jun 2022,Premium (95-97 RON) (ML),160.0,P95
Jul 2022,Premium (95-97 RON) (ML),159.5,P95
Aug 2022,Premium (95-97 RON) (ML),165.5,P95
Sep 2022,Premium (95-97 RON) (ML),174.9,P95
Oct 2022,Premium (95-97 RON) (ML),163.0,P95
Nov 2022,Premium (95-97 RON) (ML),167.9,P95
Dec 2022,Premium (95-97 RON) (ML),181.0,P95
Jan 2023,Premium (95-97 RON) (ML),165.1,P95
Feb 2023,Premium (95-97 RON) (ML),160.8,P95
Mar 2023,Premium (95-97 RON) (ML),184.3,P95
Apr 2023,Premium (95-97 RON) (ML),159.8,P95
May 2023,Premium (95-97 RON) (ML),178.4,P95
Jun 2023,Premium (95-97 RON) (ML),164.5,P95
Jul 2023,Premium (95-97 RON) (ML),164.7,P95
Aug 2023,Premium (95-97 RON) (ML),169.1,P95
Sep 2023,Premium (95-97 RON) (ML),164.5,P95
Oct 2023,Premium (95-97 RON) (ML),174.5,P95
Nov 2023,Premium (95-97 RON) (ML),171.9,P95
Dec 2023,Premium (95-97 RON) (ML),178.5,P95
Jan 2024,Premium (95-97 RON) (ML),171.4,P95
Feb 2024,Premium (95-97 RON) (ML),166.1,P95
Mar 2024,Premium (95-97 RON) (ML),181.3,P95
Apr 2024,Premium (95-97 RON) (ML),164.4,P95
May 2024,Premium (95-97 RON) (ML),176.0,P95
Jun 2024,Premium (95-97 RON) (ML),157.4,P95
Jul 2024,Premium (95-97 RON) (ML),165.4,P95
Aug 2024,Premium (95-97 RON) (ML),170.6,P95
Sep 2024,Premium (95-97 RON) (ML),165.5,P95
Oct 2024,Premium (95-97 RON) (ML),175.0,P95
Nov 2024,Premium (95-97 RON) (ML),170.8,P95
Dec 2024,Premium (95-97 RON) (ML),179.0,P95
Jan 2025,Premium (95-97 RON) (ML),162.0,P95
Feb 2025,Premium (95-97 RON) (ML),152.7,P95
Jul 2010,Premium (98+ RON) (ML),156.0,P98
Aug 2010,Premium (98+ RON) (ML),162.8,P98
Sep 2010,Premium (98+ RON) (ML),158.4,P98
Oct 2010,Premium (98+ RON) (ML),162.8,P98
Nov 2010,Premium (98+ RON) (ML),178.8,P98
Dec 2010,Premium (98+ RON) (ML),190.2,P98
Jan 2011,Premium (98+ RON) (ML),157.3,P98
Feb 2011,Premium (98+ RON) (ML),157.5,P98
Mar 2011,Premium (98+ RON) (ML),167.9,P98
Apr 2011,Premium (98+ RON) (ML),161.5,P98
May 2011,Premium (98+ RON) (ML),165.0,P98
Jun 2011,Premium (98+ RON) (ML),163.3,P98
Jul 2011,Premium (98+ RON) (ML),171.7,P98
Aug 2011,Premium (98+ RON) (ML),187.5,P98
Sep 2011,Premium (98+ RON) (ML),176.6,P98
Oct 2011,Premium (98+ RON) (ML),178.9,P98
Nov 2011,Premium (98+ RON) (ML),192.2,P98
Dec 2011,Premium (98+ RON) (ML),203.1,P98
Jan 2012,Premium (98+ RON) (ML),189.3,P98
Feb 2012,Premium (98+ RON) (ML),192.2,P98
Mar 2012,Premium (98+ RON) (ML),198.2,P98
Apr 2012,Premium (98+ RON) (ML),179.4,P98
May 2012,Premium (98+ RON) (ML),195.1,P98
Jun 2012,Premium (98+ RON) (ML),187.0,P98
Jul 2012,Premium (98+ RON) (ML),198.6,P98
Aug 2012,Premium (98+ RON) (ML),203.2,P98
Sep 2012,Premium (98+ RON) (ML),195.1,P98
Oct 2012,Premium (98+ RON) (ML),201.5,P98
Nov 2012,Premium (98+ RON) (ML),210.5,P98
Dec 2012,Premium (98+ RON) (ML),211.2,P98
Jan 2013,Premium (98+ RON) (ML),211.9,P98
Feb 2013,Premium (98+ RON) (ML),194.1,P98
Mar 2013,Premium (98+ RON) (ML),216.9,P98
Apr 2013,Premium (98+ RON) (ML),209.8,P98
May 2013,Premium (98+ RON) (ML),217.3,P98
Jun 2013,Premium (98+ RON) (ML),199.8,P98
Jul 2013,Premium (98+ RON) (ML),213.2,P98
Aug 2013,Premium (98+ RON) (ML),219.9,P98
Sep 2013,Premium (98+ RON) (ML),206.0,P98
Oct 2013,Premium (98+ RON) (ML),219.5,P98
Nov 2013,Premium (98+ RON) (ML),226.6,P98
Dec 2013,Premium (98+ RON) (ML),236.1,P98
Jan 2014,Premium (98+ RON) (ML),212.7,P98
Feb 2014,Premium (98+ RON) (ML),204.5,P98
Mar 2014,Premium (98+ RON) (ML),220.5,P98
Apr 2014,Premium (98+ RON) (ML),219.5,P98
May 2014,Premium (98+ RON) (ML),220.1,P98
Jun 2014,Premium (98+ RON) (ML),210.7,P98
Jul 2014,Premium (98+ RON) (ML),221.7,P98
Aug 2014,Premium (98+ RON) (ML),231.2,P98
Sep 2014,Premium (98+ RON) (ML),221.3,P98
Oct 2014,Premium (98+ RON) (ML),241.8,P98
Nov 2014,Premium (98+ RON) (ML),241.2,P98
Dec 2014,Premium (98+ RON) (ML),272.3,P98
Jan 2015,Premium (98+ RON) (ML),257.8,P98
Feb 2015,Premium (98+ RON) (ML),241.7,P98
Mar 2015,Premium (98+ RON) (ML),254.5,P98
Apr 2015,Premium (98+ RON) (ML),243.0,P98
May 2015,Premium (98+ RON) (ML),243.9,P98
Jun 2015,Premium (98+ RON) (ML),234.3,P98
Jul 2015,Premium (98+ RON) (ML),251.9,P98
Aug 2015,Premium (98+ RON) (ML),259.4,P98
